dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
db15k,db15k_mhyper_adamf,relation_x_direction,51,tail,69,23,31,0,31,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,52,head,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,52,tail,9,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,54,head,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,54,tail,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,55,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,55,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,56,head,42,14,23,0,23,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,56,tail,42,14,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,57,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,57,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,58,head,12,4,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,58,tail,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,59,head,21,7,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,59,tail,21,7,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,60,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,60,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,61,head,123,41,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,61,tail,123,41,54,0,54,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,62,head,27,9,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,62,tail,27,9,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,63,head,51,17,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,63,tail,51,17,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,64,head,96,32,64,0,64,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,64,tail,96,32,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,65,head,171,57,74,0,74,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,65,tail,171,57,74,0,74,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,66,head,231,77,99,0,99,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,66,tail,231,77,47,0,47,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,67,head,78,26,33,0,33,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,67,tail,78,26,6,0,6,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,68,head,129,43,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,68,tail,129,43,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,69,head,63,21,15,0,15,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,69,tail,63,21,25,0,25,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,70,head,15,5,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,70,tail,15,5,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,71,head,36,12,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,71,tail,36,12,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,72,head,48,16,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,72,tail,48,16,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,73,head,1779,593,1249,0,1249,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,73,tail,1779,593,1264,0,1264,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,74,head,66,22,19,0,19,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,74,tail,66,22,30,0,30,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,75,head,51,17,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,75,tail,51,17,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,76,head,552,184,317,0,317,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,76,tail,552,184,257,0,257,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,77,head,18,6,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,77,tail,18,6,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,78,head,48,16,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,78,tail,48,16,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,79,head,39,13,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,79,tail,39,13,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,80,head,189,63,93,0,93,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,80,tail,189,63,115,0,115,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,81,head,249,83,173,0,173,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,81,tail,249,83,126,0,126,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,82,head,57,19,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,82,tail,57,19,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,83,head,72,24,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,83,tail,72,24,9,0,9,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,84,head,48,16,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,84,tail,48,16,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,85,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,85,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,87,head,630,210,442,0,442,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,87,tail,630,210,262,0,262,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,88,head,12,4,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,88,tail,12,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,89,head,642,214,468,0,468,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,89,tail,642,214,377,0,377,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,90,head,555,185,86,0,86,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,90,tail,555,185,93,0,93,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,91,head,528,176,73,0,73,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,91,tail,528,176,71,0,71,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,92,head,84,28,25,0,25,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,92,tail,84,28,17,0,17,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,93,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,93,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,94,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,94,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,95,head,363,121,177,0,177,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,95,tail,363,121,156,0,156,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,96,head,9,3,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,96,tail,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,97,head,117,39,55,0,55,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,97,tail,117,39,54,0,54,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,98,head,63,21,10,0,10,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,98,tail,63,21,35,0,35,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,99,head,75,25,31,0,31,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,99,tail,75,25,34,0,34,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,100,head,39,13,29,0,29,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,100,tail,39,13,26,0,26,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,101,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,101,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,102,head,339,113,101,0,101,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,102,tail,339,113,89,0,89,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,103,head,264,88,139,0,139,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,103,tail,264,88,81,0,81,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,104,head,384,128,127,0,127,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,104,tail,384,128,116,0,116,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,105,head,288,96,104,0,104,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,105,tail,288,96,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,106,head,63,21,30,0,30,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,106,tail,63,21,34,0,34,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,108,head,69,23,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,108,tail,69,23,28,0,28,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,109,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,109,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,110,head,102,34,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,110,tail,102,34,5,0,5,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,111,head,420,140,193,0,193,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,111,tail,420,140,164,0,164,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,112,head,27,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,112,tail,27,9,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,113,head,45,15,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,113,tail,45,15,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,114,head,27,9,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,114,tail,27,9,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,115,head,12,4,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,115,tail,12,4,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,116,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,116,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,117,head,237,79,82,0,82,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,117,tail,237,79,41,0,41,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,119,head,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,119,tail,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,120,head,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,120,tail,12,4,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,121,head,27,9,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,121,tail,27,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,122,head,78,26,29,0,29,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,122,tail,78,26,19,0,19,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,123,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,123,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,125,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,125,tail,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,129,head,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,129,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,130,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,130,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,131,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,131,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,132,head,42,14,32,0,32,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,132,tail,42,14,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,133,head,6,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,133,tail,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,134,head,57,19,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,134,tail,57,19,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,135,head,24,8,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,135,tail,24,8,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,136,head,9,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,136,tail,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,137,head,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,137,tail,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,139,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,139,tail,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,140,head,15,5,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,140,tail,15,5,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,142,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,142,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,143,head,9,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,143,tail,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,144,head,9,3,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,144,tail,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,145,head,45,15,32,0,32,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,145,tail,45,15,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,146,head,42,14,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,146,tail,42,14,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,147,head,18,6,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,147,tail,18,6,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,148,head,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,148,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,151,head,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,151,tail,12,4,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,152,head,66,22,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,152,tail,66,22,24,0,24,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,155,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,155,tail,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,156,head,48,16,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,156,tail,48,16,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,157,head,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,157,tail,9,3,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,159,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,159,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,160,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,160,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,161,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,161,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,162,head,21,7,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,162,tail,21,7,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,164,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,164,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,167,head,15,5,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,167,tail,15,5,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,176,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,176,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,177,head,150,50,83,0,83,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,177,tail,150,50,106,0,106,1.0,-1.0,True,60
db15k,db15k_mhyper_adamf,relation_x_direction,178,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,178,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,179,head,33,11,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,179,tail,33,11,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,184,head,21,7,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,184,tail,21,7,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,186,head,12,4,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,186,tail,12,4,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,190,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,190,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,195,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,195,tail,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,197,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,197,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,198,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,198,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,200,head,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,200,tail,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,202,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,202,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,203,head,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,203,tail,6,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,204,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,204,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,206,head,27,9,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,206,tail,27,9,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,213,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,213,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,216,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,216,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,218,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,218,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,219,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,219,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,220,head,12,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,220,tail,12,4,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,222,head,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,222,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,223,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,223,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,224,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,224,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,225,head,51,17,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,225,tail,51,17,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,226,head,45,15,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,226,tail,45,15,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,229,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,229,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,232,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,232,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,233,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,233,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,234,head,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,234,tail,9,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,235,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,235,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,239,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,239,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,240,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,240,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,241,head,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,241,tail,6,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,245,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,245,tail,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,246,head,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,246,tail,6,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,254,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_adamf,relation_x_direction,254,tail,3,1,1,0,1,1.0,-1.0,False,60
