dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
db15k,db15k_mhyper_native,relation,10,,42,7,22,0,22,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,11,,78,13,45,0,45,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,12,,3222,537,1856,0,1856,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,13,,78,13,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,14,,492,82,258,0,258,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,15,,30,5,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,16,,6,1,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,17,,516,86,354,0,354,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,18,,234,39,157,0,157,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,19,,408,68,205,0,205,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,20,,102,17,35,0,35,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,21,,648,108,242,0,242,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,22,,42,7,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,23,,66,11,30,0,30,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,24,,30,5,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,25,,90,15,59,0,59,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,26,,30,5,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,27,,306,51,149,0,149,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,28,,354,59,182,0,182,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,29,,24,4,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,30,,60,10,44,0,44,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,31,,18,3,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,32,,78,13,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,33,,1008,168,323,0,323,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,35,,1428,238,792,0,792,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,36,,234,39,117,0,117,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,37,,60,10,40,0,40,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,38,,12,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,39,,852,142,218,0,218,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,41,,24,4,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,42,,174,29,96,0,96,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,43,,180,30,92,0,92,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,44,,108,18,60,0,60,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,45,,12,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,46,,18,3,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,47,,2472,412,1466,0,1466,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,48,,54,9,27,0,27,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,49,,456,76,234,0,234,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,50,,162,27,90,0,90,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,51,,138,23,55,0,55,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,52,,18,3,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,54,,24,4,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,55,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,56,,84,14,33,0,33,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,57,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,58,,24,4,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,59,,42,7,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,60,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,61,,246,41,107,0,107,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,62,,54,9,30,0,30,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,63,,102,17,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,64,,192,32,104,0,104,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,65,,342,57,148,0,148,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,66,,462,77,162,0,162,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,67,,156,26,41,0,41,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,68,,258,43,79,0,79,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,69,,126,21,47,0,47,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,70,,30,5,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,71,,72,12,25,0,25,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,72,,96,16,37,0,37,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,73,,3558,593,2396,0,2396,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,74,,132,22,62,0,62,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,75,,102,17,29,0,29,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,76,,1104,184,606,0,606,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,77,,36,6,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,78,,96,16,8,0,8,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,79,,78,13,44,0,44,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,80,,378,63,211,0,211,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,81,,498,83,292,0,292,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,82,,114,19,27,0,27,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,83,,144,24,23,0,23,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,84,,96,16,40,0,40,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,85,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,87,,1260,210,696,0,696,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,88,,24,4,16,0,16,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,89,,1284,214,817,0,817,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,90,,1110,185,181,0,181,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,91,,1056,176,145,0,145,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,92,,168,28,41,0,41,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,93,,12,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,94,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,95,,726,121,381,0,381,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,96,,18,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,97,,234,39,120,0,120,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,98,,126,21,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,99,,150,25,65,0,65,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,100,,78,13,52,0,52,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,101,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,102,,678,113,214,0,214,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,103,,528,88,220,0,220,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,104,,768,128,229,0,229,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,105,,576,96,140,0,140,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,106,,126,21,52,0,52,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,108,,138,23,81,0,81,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,109,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,110,,204,34,30,0,30,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,111,,840,140,368,0,368,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,112,,54,9,34,0,34,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,113,,90,15,31,0,31,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,114,,54,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,115,,24,4,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,116,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,117,,474,79,148,0,148,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,119,,18,3,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,120,,24,4,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,121,,54,9,32,0,32,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,122,,156,26,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,123,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,125,,12,2,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,129,,12,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,130,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,131,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,132,,84,14,45,0,45,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,133,,12,2,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,134,,114,19,18,0,18,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,135,,48,8,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,136,,18,3,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,137,,12,2,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,139,,12,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,140,,30,5,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,142,,6,1,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,143,,18,3,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,144,,18,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,145,,90,15,41,0,41,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,146,,84,14,31,0,31,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,147,,36,6,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,148,,24,4,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,151,,24,4,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,152,,132,22,41,0,41,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,155,,12,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,156,,96,16,4,0,4,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,157,,18,3,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,159,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,160,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,161,,6,1,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,162,,42,7,27,0,27,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,164,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation,167,,30,5,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,176,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,177,,300,50,187,0,187,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,178,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,179,,66,11,47,0,47,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,184,,42,7,27,0,27,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,186,,24,4,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,190,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,195,,12,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,197,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,198,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,200,,12,2,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,202,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,203,,12,2,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,204,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,206,,54,9,32,0,32,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,213,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,216,,6,1,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,218,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,219,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,220,,24,4,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,222,,6,1,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,223,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,224,,6,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,225,,102,17,15,0,15,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,226,,90,15,19,0,19,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation,229,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation,232,,6,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,233,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation,234,,18,3,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,235,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,239,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation,240,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,241,,12,2,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,245,,6,1,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,246,,12,2,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,254,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,255,,6,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation,258,,6,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,260,,18,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation,278,,6252,1042,1853,0,1853,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,0,head,873,291,461,0,461,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,0,tail,873,291,364,0,364,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,1,head,753,251,516,0,516,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,1,tail,753,251,144,0,144,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,2,head,210,70,137,0,137,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,2,tail,210,70,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,3,head,69,23,20,0,20,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,3,tail,69,23,23,0,23,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,4,head,72,24,4,0,4,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,4,tail,72,24,6,0,6,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,5,head,420,140,292,0,292,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,5,tail,420,140,161,0,161,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,6,head,66,22,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,6,tail,66,22,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,7,head,54,18,37,0,37,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,7,tail,54,18,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,8,head,30,10,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,8,tail,30,10,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,9,head,48,16,30,0,30,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,9,tail,48,16,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,10,head,21,7,12,0,12,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,10,tail,21,7,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,11,head,39,13,24,0,24,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,11,tail,39,13,21,0,21,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,12,head,1611,537,1095,0,1095,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,12,tail,1611,537,761,0,761,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,13,head,39,13,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,13,tail,39,13,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,14,head,246,82,131,0,131,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,14,tail,246,82,127,0,127,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,15,head,15,5,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,15,tail,15,5,11,0,11,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,16,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,16,tail,3,1,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,17,head,258,86,192,0,192,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,17,tail,258,86,162,0,162,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,18,head,117,39,80,0,80,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,18,tail,117,39,77,0,77,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,19,head,204,68,121,0,121,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,19,tail,204,68,84,0,84,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,20,head,51,17,28,0,28,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,20,tail,51,17,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,21,head,324,108,200,0,200,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,21,tail,324,108,42,0,42,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,22,head,21,7,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,22,tail,21,7,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,23,head,33,11,17,0,17,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,23,tail,33,11,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,24,head,15,5,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,24,tail,15,5,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,25,head,45,15,33,0,33,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,25,tail,45,15,26,0,26,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,26,head,15,5,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,26,tail,15,5,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,27,head,153,51,64,0,64,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,27,tail,153,51,85,0,85,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,28,head,177,59,112,0,112,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,28,tail,177,59,70,0,70,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,29,head,12,4,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,29,tail,12,4,7,0,7,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,30,head,30,10,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,30,tail,30,10,25,0,25,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,31,head,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,31,tail,9,3,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,32,head,39,13,19,0,19,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,32,tail,39,13,20,0,20,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,33,head,504,168,215,0,215,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,33,tail,504,168,108,0,108,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,35,head,714,238,525,0,525,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,35,tail,714,238,267,0,267,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,36,head,117,39,78,0,78,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,36,tail,117,39,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,37,head,30,10,22,0,22,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,37,tail,30,10,18,0,18,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,38,head,6,2,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,38,tail,6,2,4,0,4,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,39,head,426,142,140,0,140,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,39,tail,426,142,78,0,78,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,41,head,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,41,tail,12,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,42,head,87,29,49,0,49,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,42,tail,87,29,47,0,47,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,43,head,90,30,56,0,56,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,43,tail,90,30,36,0,36,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,44,head,54,18,32,0,32,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,44,tail,54,18,28,0,28,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,45,head,6,2,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,45,tail,6,2,2,0,2,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,46,head,9,3,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,46,tail,9,3,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,47,head,1236,412,889,0,889,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,47,tail,1236,412,577,0,577,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,48,head,27,9,13,0,13,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,48,tail,27,9,14,0,14,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,49,head,228,76,146,0,146,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,49,tail,228,76,88,0,88,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,50,head,81,27,51,0,51,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,50,tail,81,27,39,0,39,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,51,head,69,23,26,0,26,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,51,tail,69,23,29,0,29,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,52,head,9,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,52,tail,9,3,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,54,head,12,4,6,0,6,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,54,tail,12,4,5,0,5,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,55,head,3,1,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,55,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,56,head,42,14,24,0,24,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,56,tail,42,14,9,0,9,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,57,head,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,57,tail,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,58,head,12,4,8,0,8,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,58,tail,12,4,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,59,head,21,7,10,0,10,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,59,tail,21,7,3,0,3,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,60,head,3,1,1,0,1,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,60,tail,3,1,0,0,0,,,False,60
db15k,db15k_mhyper_native,relation_x_direction,61,head,123,41,54,0,54,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,61,tail,123,41,53,0,53,1.0,-1.0,True,60
db15k,db15k_mhyper_native,relation_x_direction,62,head,27,9,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,62,tail,27,9,15,0,15,1.0,-1.0,False,60
db15k,db15k_mhyper_native,relation_x_direction,63,head,51,17,21,0,21,1.0,-1.0,False,60
