pair,label,split,method,convention,changed_rows,endpoint_rows,seed,direction,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,1,tail,4274,0.5422797222936242,0.5399663310183658,0.0023133912752583436,0.10669162377164249,0.14225549836218998,0.24894712213383247,0.0591656219641811,0.0063124762788176365,0.008625867554075978,,
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,2,head,4274,0.193071628238651,0.19127650411339328,0.0017951241252577186,0.21244735610669163,0.43940102948058024,0.6518483855872719,0.015588249728064907,0.0033116824410582436,0.005106806566315962,,
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,2,tail,4274,0.5384854623493531,0.5355971045545855,0.002888357794767698,0.10949929808142256,0.10084230229293402,0.21034160037435656,0.04714477456372868,0.005162319722935195,0.008050677517702892,,
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,3,head,4274,0.19389540458976232,0.1931174451949789,0.0007779593947834125,0.22531586335985027,0.44992980814225547,0.6752456715021058,0.021038437635086255,0.004740293739491826,0.005518253134275238,,
mkgw_mhyper_native,W-N,test,Query-soft,raw_endpoint,0,0,3,tail,4274,0.5363653770078615,0.5340080802857923,0.002357296722069115,0.11230697239120262,0.14857276555919513,0.26087973795039776,0.06279493747362466,0.007052309309157661,0.009409606031226777,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,1,head,4274,0.1951599203980989,0.19402527077677456,0.0011346496213243316,0.21502105755732334,0.4602246139447824,0.6752456715021058,0.02620087155544986,0.005633739110776421,0.006768388732100753,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,1,tail,4274,0.5422797222936242,0.5399663310183658,0.0023133912752583436,0.10669162377164249,0.14225549836218998,0.24894712213383247,0.0591656219641811,0.0063124762788176365,0.008625867554075978,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,2,head,4274,0.193071628238651,0.19127650411339328,0.0017951241252577186,0.21244735610669163,0.43940102948058024,0.6518483855872719,0.015588249728064907,0.0033116824410582436,0.005106806566315962,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,2,tail,4274,0.5384854623493531,0.5355971045545855,0.002888357794767698,0.10949929808142256,0.10084230229293402,0.21034160037435656,0.04714477456372868,0.005162319722935195,0.008050677517702892,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,3,head,4274,0.19389540458976232,0.1931174451949789,0.0007779593947834125,0.22531586335985027,0.44992980814225547,0.6752456715021058,0.021038437635086255,0.004740293739491826,0.005518253134275238,,
mkgw_mhyper_native,W-N,test,Query-soft,normalized_endpoint,0,0,3,tail,4274,0.5363653770078615,0.5340080802857923,0.002357296722069115,0.11230697239120262,0.14857276555919513,0.26087973795039776,0.06279493747362466,0.007052309309157661,0.009409606031226777,,
mkgw_mhyper_native,W-N,test,Relation,raw_endpoint,1,527,1,head,4274,0.20030608161517052,0.19402527077677456,0.006280810838395933,0.33855872718764624,0.41647168928404305,0.7550304164716893,0.027541805222910838,0.009324518520718758,0.015605329359114694,,
mkgw_mhyper_native,W-N,test,Relation,raw_endpoint,0,527,1,tail,4274,0.5439476641571398,0.5399663310183658,0.003981333138774071,0.18975198876930277,0.2473093121197941,0.43706130088909684,0.09408820382645419,0.01785342379580121,0.02183475693457528,,
mkgw_mhyper_native,W-N,test,Relation,raw_endpoint,1,527,2,head,4274,0.1919620715047046,0.19127650411339328,0.0006855673913113015,0.35493682732802995,0.41647168928404305,0.771408516612073,0.03426086873322072,0.012160444049671463,0.012846011440982763,,
