pair,label,split,method,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
db15k_native_adamf,D-NA,dev_oof,Radius-1,47532,1829.0,326.0,945.0,0.3209821216150466,-3.979666408879472e-05,0.006858537406378861,0.17823947512301805,0.038479340233947654,0.000900557244073256,0.0008607605799844612,0.00928006395691325
db15k_native_adamf,D-NA,dev_oof,No-gate,47532,12378.0,1566.0,4517.0,0.3200204431039596,-0.001001475175175782,0.03294622570058066,0.12651478429471644,0.260414036859379,0.0025207739349764192,0.0015192987598006368,0.016333207102583146
db15k_native_adamf,D-NA,dev_oof,Global,47532,0.0,0.0,0.0,0.3210219182791354,0.0,0.0,,0.0,0.0,0.0,0.0
db15k_native_adamf,D-NA,test,ADC,59412,2416.0,351.0,1242.0,0.31274661319503366,-1.4871585204816582e-05,0.005907897394465764,0.1452814569536424,0.040665185484413925,0.0004497584247674902,0.00043488683956267383,0.004704436814111644
db15k_native_adamf,D-NA,test,Center-0.5,59412,2811.0,719.0,1399.0,0.3131792955784481,0.0004178107982096118,0.01210193226957517,0.25578086090359303,0.047313674005251466,0.001877628071443049,0.002295438869652661,0.027563455194236756
db15k_native_adamf,D-NA,test,Linear-p,59412,2416.0,300.0,1193.0,0.3127866840280913,2.519924785279968e-05,0.005049484952534842,0.12417218543046357,0.040665185484413925,0.0002115244055821561,0.00023672365343495582,0.0023143472699118143
db15k_native_adamf,D-NA,test,Clip-g,59412,2416.0,353.0,1240.0,0.31276445056126406,2.9657810256026903e-06,0.005941560627482663,0.14610927152317882,0.040665185484413925,0.0004476118860137666,0.00045057766703936934,0.004854238201036843
db15k_native_adamf,D-NA,test,Shrink-fixed,59412,2808.0,494.0,1407.0,0.3129121898234833,0.00015070504324485185,0.008314818555174039,0.17592592592592593,0.047263179155726115,0.001056795983473636,0.0012075010267184876,0.011548172086447176
db15k_native_adamf,D-NA,test,Radius-1,59412,2416.0,431.0,1299.0,0.31298618236967446,0.00022469758943599016,0.007254426715141722,0.17839403973509935,0.040665185484413925,0.0008006004545963271,0.001025298044032317,0.010428028007809889
db15k_native_adamf,D-NA,test,No-gate,59412,16872.0,2233.0,6325.0,0.3120981019951913,-0.0006633827850472063,0.03758499966336767,0.13234945471787576,0.2839830337305595,0.002536649742431026,0.00187326695738382,0.018499629704436388
db15k_native_adamf,D-NA,test,Global,59412,0.0,0.0,0.0,0.31276148478023846,0.0,0.0,,0.0,0.0,0.0,0.0
