outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
1,w32_lr1e-3_neg2p0,32,0.001,2.0,152208,0.02042337014049297,0.017759146055487656,0.05750270649154385,0.32841243561442235,0.3780394733818114,0.049627037767389026,0.5772944197312552,0.1911134762955955,0.178518606702444,-0.012594869593151509,0.46591783780081963
1,w32_lr1e-3_neg3p0,32,0.001,3.0,152208,0.021631505706109506,0.01801230177602409,0.036251180452227194,0.32841243561442235,0.3744696607624413,0.046057225148018965,0.5714404707080993,0.1911134762955955,0.1746222460598579,-0.01649123023573759,0.4519664959668937
1,w64_lr1e-4_neg1p0,64,0.0001,1.0,152208,0.022029960278437653,0.018130874627161408,0.03565356664861673,0.32841243561442235,0.3454030371796581,0.01699060156523574,0.5326920133894031,0.1911134762955955,0.1819569892592132,-0.009156487036382305,0.49149473043189
1,w64_lr1e-4_neg1p5,64,0.0001,1.5,152208,0.022157882326408494,0.018189252977366864,0.02853288786690943,0.32841243561442235,0.3479081080605206,0.019495672446098233,0.5363212501988271,0.1911134762955955,0.17816530979181097,-0.012948166503784525,0.4815549574080977
1,w64_lr1e-4_neg2p0,64,0.0001,2.0,152208,0.021951643450957188,0.018113903708293945,0.03247096964236046,0.32841243561442235,0.3529775659157756,0.024565130301353266,0.5460124947441187,0.1911134762955955,0.17716053126378958,-0.013952945031805913,0.47540795380864154
1,w64_lr1e-4_neg3p0,64,0.0001,3.0,152208,0.02291730884487131,0.018519143500364987,0.015668975153467546,0.32841243561442235,0.33865686814567275,0.010244432531250403,0.5295170749540594,0.1911134762955955,0.18022122922652714,-0.010892247069068356,0.4822897171913329
1,w64_lr3e-4_neg1p0,64,0.0003,1.0,152208,0.020904653089198196,0.0178284655819897,0.06581105260175925,0.32841243561442235,0.37403893415257167,0.04562649853814932,0.5688374249313508,0.1911134762955955,0.17613403592562413,-0.01497944036997137,0.47598841564291094
1,w64_lr3e-4_neg1p5,64,0.0003,1.5,152208,0.020904423497053463,0.017832885506516544,0.062277447304957136,0.32841243561442235,0.36697538201405727,0.03856294639963492,0.5645893620800727,0.1911134762955955,0.18164400086161597,-0.009469475433979524,0.4858952333372565
1,w64_lr3e-4_neg2p0,64,0.0003,2.0,152208,0.021205286625452884,0.017912522236968306,0.04895402567960377,0.32841243561442235,0.3673229155075559,0.038910479893133565,0.5666336704171371,0.1911134762955955,0.17619268393366674,-0.014920792361928753,0.471355401403291
1,w64_lr3e-4_neg3p0,64,0.0003,3.0,152208,0.022343480369953112,0.018280342889359546,0.04729185166227133,0.32841243561442235,0.36051699490365924,0.03210455928923689,0.5583100896496342,0.1911134762955955,0.18555700113053428,-0.00555647516506122,0.48781781263114193
1,w64_lr1e-3_neg1p0,64,0.001,1.0,152208,0.020474357386228804,0.0177257523942464,0.07164412160791689,0.32841243561442235,0.40616442423237925,0.0777519886179569,0.6026658274417409,0.1911134762955955,0.16239851387378698,-0.028714962421808515,0.42367968410896123
1,w64_lr1e-3_neg1p5,64,0.001,1.5,152208,0.020433276332286993,0.017723067655396416,0.06976096005634239,0.32841243561442235,0.392031310802238,0.06361887518781567,0.5935144497368183,0.1911134762955955,0.16932809449083494,-0.021785381804760556,0.44457986028213
1,w64_lr1e-3_neg2p0,64,0.001,2.0,152208,0.020853313188724618,0.017837257518715326,0.059086287268941676,0.32841243561442235,0.38217480942516996,0.05376237381074761,0.5816164461102106,0.1911134762955955,0.1760865631423762,-0.015026913153219301,0.46438384108963565
1,w64_lr1e-3_neg3p0,64,0.001,3.0,152208,0.021115189606828396,0.017902379497086323,0.05986461645840053,0.32841243561442235,0.3507710180164311,0.022358582402008775,0.5471424135511339,0.1911134762955955,0.20070913260576242,0.009595656310166928,0.5240667792601494
1,w128_lr1e-4_neg1p0,128,0.0001,1.0,152208,0.021380575440901415,0.017935409994044426,0.03965390706185888,0.32841243561442235,0.3454631249819701,0.017050689367547778,0.5364190504481127,0.1911134762955955,0.18254724286717486,-0.008566233428420639,0.4924011310610049
1,w128_lr1e-4_neg1p5,128,0.0001,1.5,152208,0.021238341635545787,0.017904133513342784,0.03529595282414957,0.32841243561442235,0.3505294914879856,0.022117055873563274,0.5451122777096324,0.1911134762955955,0.17564414494969416,-0.015469331345901338,0.47497466716720677
